STATE,STATION,DATE,REPORT_TYPE,STATION.LATITUDE,STATION.LONGITUDE,DailyAverageDryBulbTemperature,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,POPULATION,STATE_AREA,STATE_DENSITY,MEDIAN_AGE,MEDIAN_HOUSEHOLD_INCOME,POVERTY_RATE,EMPLOYMENT_RATE
New Mexico,ALBUQUERQUE,3/19/2020,SOD  ,35.04,-106.62,45,54,36,"2,095,428","121,328.40",17.271,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/20/2020,SOD  ,35.04,-106.62,48,60,35,"2,095,428","121,329.40",17.271,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/21/2020,SOD  ,35.04,-106.62,50,62,38,"2,095,428","121,330.40",17.27,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/22/2020,SOD  ,35.04,-106.62,49,62,36,"2,095,428","121,331.40",17.27,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/23/2020,SOD  ,35.04,-106.62,56,69,43,"2,095,428","121,332.40",17.27,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/24/2020,SOD  ,35.04,-106.62,54,66,41,"2,095,428","121,333.40",17.27,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/25/2020,SOD  ,35.04,-106.62,59,77,41,"2,095,428","121,334.40",17.27,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/26/2020,SOD  ,35.04,-106.62,59,66,51,"2,095,428","121,335.40",17.27,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/27/2020,SOD  ,35.04,-106.62,49,62,36,"2,095,428","121,336.40",17.27,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/28/2020,SOD  ,35.04,-106.62,43,54,31,"2,095,428","121,337.40",17.269,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/29/2020,SOD  ,35.04,-106.62,49,63,34,"2,095,428","121,338.40",17.269,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/30/2020,SOD  ,35.04,-106.62,51,62,39,"2,095,428","121,339.40",17.269,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,3/31/2020,SOD  ,35.04,-106.62,52,70,33,"2,095,428","121,340.40",17.269,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/1/2020,SOD  ,35.04,-106.62,61,73,49,"2,095,428","121,341.40",17.269,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/2/2020,SOD  ,35.04,-106.62,60,75,44,"2,095,428","121,342.40",17.269,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/3/2020,SOD  ,35.04,-106.62,57,69,44,"2,095,428","121,343.40",17.269,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/4/2020,SOD  ,35.04,-106.62,56,69,42,"2,095,428","121,344.40",17.268,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/5/2020,SOD  ,35.04,-106.62,56,71,40,"2,095,428","121,345.40",17.268,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/6/2020,SOD  ,35.04,-106.62,58,72,44,"2,095,428","121,346.40",17.268,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/7/2020,SOD  ,35.04,-106.62,57,73,41,"2,095,428","121,347.40",17.268,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/8/2020,SOD  ,35.04,-106.62,60,74,46,"2,095,428","121,348.40",17.268,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/9/2020,SOD  ,35.04,-106.62,62,73,51,"2,095,428","121,349.40",17.268,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/10/2020,SOD  ,35.04,-106.62,57,70,44,"2,095,428","121,350.40",17.268,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/11/2020,SOD  ,35.04,-106.62,55,68,41,"2,095,428","121,351.40",17.267,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/12/2020,SOD  ,35.04,-106.62,51,65,37,"2,095,428","121,352.40",17.267,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/13/2020,SOD  ,35.04,-106.62,42,50,33,"2,095,428","121,353.40",17.267,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/14/2020,SOD  ,35.04,-106.62,43,53,33,"2,095,428","121,354.40",17.267,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/15/2020,SOD  ,35.04,-106.62,47,64,29,"2,095,428","121,355.40",17.267,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/16/2020,SOD  ,35.04,-106.62,56,73,39,"2,095,428","121,356.40",17.267,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/17/2020,SOD  ,35.04,-106.62,56,69,43,"2,095,428","121,357.40",17.267,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/18/2020,SOD  ,35.04,-106.62,57,68,45,"2,095,428","121,358.40",17.266,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/19/2020,SOD  ,35.04,-106.62,56,71,41,"2,095,428","121,359.40",17.266,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/20/2020,SOD  ,35.04,-106.62,60,73,47,"2,095,428","121,360.40",17.266,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/21/2020,SOD  ,35.04,-106.62,61,71,51,"2,095,428","121,361.40",17.266,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/22/2020,SOD  ,35.04,-106.62,60,74,45,"2,095,428","121,362.40",17.266,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/23/2020,SOD  ,35.04,-106.62,58.3,71.3,45.4,"2,095,428","121,269.40",17.279,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/24/2020,SOD  ,35.04,-106.62,58.7,71.6,45.7,"2,095,428","121,270.40",17.279,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/25/2020,SOD  ,35.04,-106.62,59,71.9,46,"2,095,428","121,271.40",17.279,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/26/2020,SOD  ,35.04,-106.62,59.3,72.3,46.4,"2,095,428","121,272.40",17.279,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/27/2020,SOD  ,35.04,-106.62,59.6,72.6,46.7,"2,095,428","121,273.40",17.279,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/28/2020,SOD  ,35.04,-106.62,60,72.9,47,"2,095,428","121,274.40",17.278,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/29/2020,SOD  ,35.04,-106.62,60.3,73.2,47.4,"2,095,428","121,275.40",17.278,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,4/30/2020,SOD  ,35.04,-106.62,60.6,73.5,47.7,"2,095,428","121,276.40",17.278,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/1/2020,SOD  ,35.04,-106.62,60.9,73.9,48,"2,095,428","121,277.40",17.278,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/2/2020,SOD  ,35.04,-106.62,61.3,74.2,48.3,"2,095,428","121,278.40",17.278,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/3/2020,SOD  ,35.04,-106.62,61.6,74.5,48.6,"2,095,428","121,279.40",17.278,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/4/2020,SOD  ,35.04,-106.62,61.9,74.8,48.9,"2,095,428","121,280.40",17.278,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/5/2020,SOD  ,35.04,-106.62,62.2,75.2,49.3,"2,095,428","121,281.40",17.277,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/6/2020,SOD  ,35.04,-106.62,62.5,75.5,49.6,"2,095,428","121,282.40",17.277,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/7/2020,SOD  ,35.04,-106.62,62.8,75.8,49.9,"2,095,428","121,283.40",17.277,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/8/2020,SOD  ,35.04,-106.62,63.1,76.1,50.2,"2,095,428","121,284.40",17.277,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/9/2020,SOD  ,35.04,-106.62,63.5,76.5,50.5,"2,095,428","121,285.40",17.277,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/10/2020,SOD  ,35.04,-106.62,63.8,76.8,50.8,"2,095,428","121,286.40",17.277,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/11/2020,SOD  ,35.04,-106.62,64.1,77.1,51.1,"2,095,428","121,287.40",17.277,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/12/2020,SOD  ,35.04,-106.62,64.4,77.4,51.4,"2,095,428","121,288.40",17.276,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/13/2020,SOD  ,35.04,-106.62,64.7,77.8,51.6,"2,095,428","121,289.40",17.276,38.1,"47,169",19.5,52.3
New Mexico,ALBUQUERQUE,5/14/2020,SOD  ,35.04,-106.62,65,78.1,51.9,"2,095,428","121,290.40",17.276,38.1,"47,169",19.5,52.3
Utah,SALT LAKE CITY,1/22/2020,SOD  ,40.78,-111.97,40,43,36,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,1/23/2020,SOD  ,40.78,-111.97,42,49,35,"3,161,105","82,174.80",38.468,31,"71,414",9,65.8
Utah,SALT LAKE CITY,1/24/2020,SOD  ,40.78,-111.97,38,41,34,"3,161,105","82,175.80",38.468,31,"71,414",9,65.8
Utah,SALT LAKE CITY,1/25/2020,SOD  ,40.78,-111.97,41,49,32,"3,161,105","82,176.80",38.467,31,"71,414",9,65.8
Utah,SALT LAKE CITY,1/26/2020,SOD  ,40.78,-111.97,39,46,32,"3,161,105","82,177.80",38.467,31,"71,414",9,65.8
Utah,SALT LAKE CITY,1/27/2020,SOD  ,40.78,-111.97,40,46,33,"3,161,105","82,178.80",38.466,31,"71,414",9,65.8
Utah,SALT LAKE CITY,1/28/2020,SOD  ,40.78,-111.97,39,45,33,"3,161,105","82,179.80",38.466,31,"71,414",9,65.8
Utah,SALT LAKE CITY,1/29/2020,SOD  ,40.78,-111.97,37,41,33,"3,161,105","82,180.80",38.465,31,"71,414",9,65.8
Utah,SALT LAKE CITY,1/30/2020,SOD  ,40.78,-111.97,35,40,30,"3,161,105","82,181.80",38.465,31,"71,414",9,65.8
Utah,SALT LAKE CITY,1/31/2020,SOD  ,40.78,-111.97,36,45,27,"3,161,105","82,182.80",38.464,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/1/2020,SOD  ,40.78,-111.97,43,54,32,"3,161,105","82,183.80",38.464,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/2/2020,SOD  ,40.78,-111.97,39,49,29,"3,161,105","82,184.80",38.463,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/3/2020,SOD  ,40.78,-111.97,23,29,17,"3,161,105","82,185.80",38.463,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/4/2020,SOD  ,40.78,-111.97,18,26,9,"3,161,105","82,186.80",38.462,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/5/2020,SOD  ,40.78,-111.97,21,26,16,"3,161,105","82,187.80",38.462,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/6/2020,SOD  ,40.78,-111.97,31,37,25,"3,161,105","82,188.80",38.462,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/7/2020,SOD  ,40.78,-111.97,40,44,35,"3,161,105","82,189.80",38.461,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/8/2020,SOD  ,40.78,-111.97,41,52,29,"3,161,105","82,190.80",38.461,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/9/2020,SOD  ,40.78,-111.97,33,41,25,"3,161,105","82,191.80",38.46,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/10/2020,SOD  ,40.78,-111.97,30,37,23,"3,161,105","82,192.80",38.46,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/11/2020,SOD  ,40.78,-111.97,31,39,22,"3,161,105","82,193.80",38.459,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/12/2020,SOD  ,40.78,-111.97,36,43,29,"3,161,105","82,194.80",38.459,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/13/2020,SOD  ,40.78,-111.97,38,47,28,"3,161,105","82,195.80",38.458,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/14/2020,SOD  ,40.78,-111.97,44,56,32,"3,161,105","82,196.80",38.458,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/15/2020,SOD  ,40.78,-111.97,37,45,28,"3,161,105","82,197.80",38.457,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/16/2020,SOD  ,40.78,-111.97,37,41,33,"3,161,105","82,198.80",38.457,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/17/2020,SOD  ,40.78,-111.97,35,41,29,"3,161,105","82,199.80",38.456,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/18/2020,SOD  ,40.78,-111.97,31,38,24,"3,161,105","82,200.80",38.456,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/19/2020,SOD  ,40.78,-111.97,30,36,23,"3,161,105","82,201.80",38.455,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/20/2020,SOD  ,40.78,-111.97,31,41,21,"3,161,105","82,202.80",38.455,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/21/2020,SOD  ,40.78,-111.97,33,43,22,"3,161,105","82,203.80",38.454,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/22/2020,SOD  ,40.78,-111.97,36,45,27,"3,161,105","82,204.80",38.454,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/23/2020,SOD  ,40.78,-111.97,41,54,27,"3,161,105","82,205.80",38.454,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/24/2020,SOD  ,40.78,-111.97,37,44,30,"3,161,105","82,206.80",38.453,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/25/2020,SOD  ,40.78,-111.97,32,39,24,"3,161,105","82,207.80",38.453,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/26/2020,SOD  ,40.78,-111.97,37,49,25,"3,161,105","82,208.80",38.452,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/27/2020,SOD  ,40.78,-111.97,40,52,27,"3,161,105","82,209.80",38.452,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/28/2020,SOD  ,40.78,-111.97,46,60,31,"3,161,105","82,210.80",38.451,31,"71,414",9,65.8
Utah,SALT LAKE CITY,2/29/2020,SOD  ,40.78,-111.97,49,60,38,"3,161,105","82,211.80",38.451,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/1/2020,SOD  ,40.78,-111.97,35,39,31,"3,161,105","82,212.80",38.45,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/2/2020,SOD  ,40.78,-111.97,35,43,27,"3,161,105","82,213.80",38.45,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/3/2020,SOD  ,40.78,-111.97,40,49,30,"3,161,105","82,214.80",38.449,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/4/2020,SOD  ,40.78,-111.97,46,61,30,"3,161,105","82,215.80",38.449,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/5/2020,SOD  ,40.78,-111.97,52,66,37,"3,161,105","82,216.80",38.448,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/6/2020,SOD  ,40.78,-111.97,59,70,48,"3,161,105","82,217.80",38.448,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/7/2020,SOD  ,40.78,-111.97,56,64,47,"3,161,105","82,218.80",38.447,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/8/2020,SOD  ,40.78,-111.97,48,54,41,"3,161,105","82,219.80",38.447,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/9/2020,SOD  ,40.78,-111.97,49,57,40,"3,161,105","82,220.80",38.447,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/10/2020,SOD  ,40.78,-111.97,48,58,37,"3,161,105","82,221.80",38.446,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/11/2020,SOD  ,40.78,-111.97,50,61,38,"3,161,105","82,222.80",38.446,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/12/2020,SOD  ,40.78,-111.97,48,58,38,"3,161,105","82,223.80",38.445,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/13/2020,SOD  ,40.78,-111.97,41,50,32,"3,161,105","82,224.80",38.445,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/14/2020,SOD  ,40.78,-111.97,53,60,46,"3,161,105","82,225.80",38.444,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/15/2020,SOD  ,40.78,-111.97,56,65,47,"3,161,105","82,226.80",38.444,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/16/2020,SOD  ,40.78,-111.97,53,62,44,"3,161,105","82,227.80",38.443,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/17/2020,SOD  ,40.78,-111.97,53,66,40,"3,161,105","82,228.80",38.443,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/18/2020,SOD  ,40.78,-111.97,NA,52,NA,"3,161,105","82,229.80",38.442,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/19/2020,SOD  ,40.78,-111.97,43,48,37,"3,161,105","82,230.80",38.442,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/20/2020,SOD  ,40.78,-111.97,42,47,37,"3,161,105","82,231.80",38.441,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/21/2020,SOD  ,40.78,-111.97,43,53,33,"3,161,105","82,232.80",38.441,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/22/2020,SOD  ,40.78,-111.97,47,57,37,"3,161,105","82,233.80",38.44,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/23/2020,SOD  ,40.78,-111.97,49,56,41,"3,161,105","82,234.80",38.44,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/24/2020,SOD  ,40.78,-111.97,50,59,40,"3,161,105","82,235.80",38.44,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/25/2020,SOD  ,40.78,-111.97,39,45,33,"3,161,105","82,236.80",38.439,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/26/2020,SOD  ,40.78,-111.97,37,43,31,"3,161,105","82,237.80",38.439,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/27/2020,SOD  ,40.78,-111.97,36,44,27,"3,161,105","82,238.80",38.438,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/28/2020,SOD  ,40.78,-111.97,40,48,32,"3,161,105","82,239.80",38.438,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/29/2020,SOD  ,40.78,-111.97,46,54,37,"3,161,105","82,240.80",38.437,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/30/2020,SOD  ,40.78,-111.97,49,57,40,"3,161,105","82,241.80",38.437,31,"71,414",9,65.8
Utah,SALT LAKE CITY,3/31/2020,SOD  ,40.78,-111.97,59,68,49,"3,161,105","82,242.80",38.436,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/1/2020,SOD  ,40.78,-111.97,45,56,33,"3,161,105","82,243.80",38.436,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/2/2020,SOD  ,40.78,-111.97,37,44,30,"3,161,105","82,244.80",38.435,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/3/2020,SOD  ,40.78,-111.97,41,52,29,"3,161,105","82,245.80",38.435,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/4/2020,SOD  ,40.78,-111.97,47,62,31,"3,161,105","82,246.80",38.434,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/5/2020,SOD  ,40.78,-111.97,57,68,45,"3,161,105","82,247.80",38.434,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/6/2020,SOD  ,40.78,-111.97,58,63,53,"3,161,105","82,248.80",38.433,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/7/2020,SOD  ,40.78,-111.97,58,67,49,"3,161,105","82,249.80",38.433,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/8/2020,SOD  ,40.78,-111.97,56,70,42,"3,161,105","82,250.80",38.433,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/9/2020,SOD  ,40.78,-111.97,56,68,43,"3,161,105","82,251.80",38.432,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/10/2020,SOD  ,40.78,-111.97,53,64,42,"3,161,105","82,252.80",38.432,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/11/2020,SOD  ,40.78,-111.97,57,66,47,"3,161,105","82,253.80",38.431,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/12/2020,SOD  ,40.78,-111.97,44,52,36,"3,161,105","82,254.80",38.431,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/13/2020,SOD  ,40.78,-111.97,40,47,33,"3,161,105","82,255.80",38.43,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/14/2020,SOD  ,40.78,-111.97,41,52,30,"3,161,105","82,256.80",38.43,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/15/2020,SOD  ,40.78,-111.97,49,57,41,"3,161,105","82,257.80",38.429,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/16/2020,SOD  ,40.78,-111.97,43,49,36,"3,161,105","82,258.80",38.429,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/17/2020,SOD  ,40.78,-111.97,45,57,33,"3,161,105","82,259.80",38.428,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/18/2020,SOD  ,40.78,-111.97,52,64,40,"3,161,105","82,260.80",38.428,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/19/2020,SOD  ,40.78,-111.97,54,62,46,"3,161,105","82,261.80",38.427,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/20/2020,SOD  ,40.78,-111.97,55,67,42,"3,161,105","82,262.80",38.427,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/21/2020,SOD  ,40.78,-111.97,57,70,44,"3,161,105","82,263.80",38.426,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/22/2020,SOD  ,40.78,-111.97,57,67,47,"3,161,105","82,264.80",38.426,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/23/2020,SOD  ,40.78,-111.97,52.4,63.8,41.1,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/24/2020,SOD  ,40.78,-111.97,52.8,64.1,41.4,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/25/2020,SOD  ,40.78,-111.97,53.1,64.4,41.7,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/26/2020,SOD  ,40.78,-111.97,53.4,64.8,42,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/27/2020,SOD  ,40.78,-111.97,53.7,65.2,42.3,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/28/2020,SOD  ,40.78,-111.97,54.1,65.5,42.6,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/29/2020,SOD  ,40.78,-111.97,54.4,65.9,42.9,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,4/30/2020,SOD  ,40.78,-111.97,54.7,66.2,43.2,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/1/2020,SOD  ,40.78,-111.97,55,66.6,43.5,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/2/2020,SOD  ,40.78,-111.97,55.4,67,43.8,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/3/2020,SOD  ,40.78,-111.97,55.7,67.3,44.1,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/4/2020,SOD  ,40.78,-111.97,56.1,67.7,44.4,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/5/2020,SOD  ,40.78,-111.97,56.4,68.1,44.7,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/6/2020,SOD  ,40.78,-111.97,56.7,68.4,45,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/7/2020,SOD  ,40.78,-111.97,57.1,68.8,45.3,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/8/2020,SOD  ,40.78,-111.97,57.4,69.2,45.6,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/9/2020,SOD  ,40.78,-111.97,57.7,69.5,45.9,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/10/2020,SOD  ,40.78,-111.97,58,69.9,46.2,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/11/2020,SOD  ,40.78,-111.97,58.4,70.2,46.5,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/12/2020,SOD  ,40.78,-111.97,58.7,70.6,46.8,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/13/2020,SOD  ,40.78,-111.97,59,70.9,47.1,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/14/2020,SOD  ,40.78,-111.97,59.3,71.3,47.3,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
